ED1;ED2;ED3;ED4;ED5;ED6;ED7;ED8;ED9;ED10;ED11;ED12;ED13;ED14;ED15;ED16;ED17;ED18;ED19;ED20;ED21;ED22;ED23;UCH;BL;BRAB;NR;EDNK;SPOS;ADM;KATG;RAZN;SOST;GAZ;OSNOBG;VBEZ;BPROST
736;1;   205;2019;12;272;1;481;2;111;20200111;0;;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;61;;1;14;12;0;1;;191
736;1;   205;2020;1;272;1;481;2;111;20200111;0;;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;61;;1;13;11;0;1;;240
736;1;   205;2020;1;272;1;481;2;39;20200111;0;;0;0;0;0;0;0;0;5;1,17;;0;0;0;2;0;61;;1;13;11;0;1;;1
736;1;   205;2020;1;272;1;481;1;0;20200111;503;27;317,89;22,069;18,863;18;16,221;15,168;6,5;5;1,17;;0;0;503;3;358,388;62;;1;3;22;11126;1;;0
736;1;   205;2020;2;272;1;481;1;0;20200111;696;27;439,863;30,537;26,1;18;16,221;15,168;6,5;5;1,17;;0;0;696;1;495,9;62;;1;1;22;15395;1;;0
736;1;   205;2020;3;272;1;481;1;0;20200111;744;27;496,321;34,457;29,45;19;17,121;16,01;6,5;5;1,17;;0;0;744;1;559,55;62;;1;1;22;17371;1;;0
736;1;   205;2020;4;272;1;481;1;0;20200111;720;27;480,311;33,345;28,5;19;17,121;16,01;6,5;5;1,17;;0;0;720;1;541,5;62;;1;1;22;16811;1;;0
736;1;   205;2020;5;272;1;481;1;0;20200111;744;27;496,321;34,457;29,45;19;17,121;16,01;6,5;5;1,17;;0;0;744;1;559,55;62;;1;1;22;17371;1;;0
736;1;   205;2020;6;272;1;481;1;0;20200111;720;27;480,311;33,345;28,5;19;17,121;16,01;6,5;5;1,17;;0;0;720;1;541,5;62;;1;1;22;16811;1;;0
736;1;   205;2020;7;272;1;481;1;0;20200111;744;27;156,733;10,881;9,3;6;5,407;5,056;6,5;5;1,17;;0;0;744;1;176,7;62;;1;1;22;5486;1;;0
736;1;   205;2020;8;272;1;481;1;0;20200111;744;27;156,733;10,881;9,3;6;5,407;5,056;6,5;5;1,17;;0;0;744;1;176,7;62;;1;1;22;5486;1;;0
736;1;   205;2020;9;272;1;481;1;0;20200111;720;27;151,677;10,53;9;6;5,407;5,056;6,5;5;1,17;;0;0;720;1;171;62;;1;1;22;5309;1;;0
736;1;   205;2020;10;272;1;481;1;0;20200111;744;27;156,733;10,881;9,3;6;5,407;5,056;6,5;5;1,17;;0;0;744;1;176,7;62;;1;1;22;5486;1;;0
736;1;   205;2020;11;272;1;481;1;0;20200111;720;27;151,677;10,53;9;6;5,407;5,056;6,5;5;1,17;;0;0;720;1;171;62;;1;1;22;5309;1;;0
736;1;   205;2020;12;272;1;481;1;0;20200111;744;27;156,733;10,881;9,3;6;5,407;5,056;6,5;5;1,17;;0;0;744;1;176,7;62;;1;1;22;5486;1;;0
736;1;   205;2021;1;272;1;481;1;0;20200111;744;27;156,733;10,881;9,3;6;5,407;5,056;6,5;5;1,17;;0;0;744;1;176,7;62;;1;1;1;5486;1;;0
736;1;   205;2021;2;272;1;481;1;0;20200111;672;27;141,565;9,828;8,4;6;5,407;5,056;6,5;5;1,17;;0;0;672;1;159,6;62;;1;1;1;4955;1;;0
736;1;   205;2021;3;272;1;481;1;0;20200111;744;27;156,733;10,881;9,3;6;5,407;5,056;6,5;5;1,17;;0;0;744;1;176,7;62;;1;1;1;5486;1;;0
736;1;   205;2021;4;272;1;481;1;0;20200111;720;27;151,677;10,53;9;6;5,407;5,056;6,5;5;1,17;;0;0;720;1;171;62;;1;1;1;5309;1;;0
736;1;   205;2021;5;272;1;481;1;0;20200111;744;27;156,733;10,881;9,3;6;5,407;5,056;6,5;5;1,17;;0;0;744;1;176,7;62;;1;1;1;5486;1;;0
736;1;   205;2021;6;272;1;481;1;0;20200111;720;27;126,398;8,775;7,5;5;4,505;4,213;6,5;5;1,17;;0;0;720;1;142,5;62;;1;1;1;4424;1;;0
736;1;   205;2021;7;272;1;481;1;0;20200111;744;27;130,611;9,068;7,75;5;4,505;4,213;6,5;5;1,17;;0;0;744;1;147,25;62;;1;1;1;4571;1;;0
736;1;   205;2021;8;272;1;481;1;0;20200111;744;27;130,611;9,068;7,75;5;4,505;4,213;6,5;5;1,17;;0;0;744;1;147,25;62;;1;1;1;4571;1;;0
736;1;   205;2021;9;272;1;481;1;0;20200111;720;27;126,398;8,775;7,5;5;4,505;4,213;6,5;5;1,17;;0;0;720;1;142,5;62;;1;1;1;4424;1;;0
736;1;   205;2021;10;272;1;481;1;0;20200111;744;27;182,855;12,695;10,85;7;6,308;5,899;6,5;5;1,17;;0;0;744;1;206,15;62;;1;1;1;6400;1;;0
736;1;   205;2021;11;272;1;481;1;0;20200111;720;27;176,957;12,285;10,5;7;6,308;5,899;6,5;5;1,17;;0;0;720;1;199,5;62;;1;1;1;6193;1;;0
736;1;   205;2021;12;272;1;481;1;0;20200111;744;27;182,855;12,695;10,85;7;6,308;5,899;6,5;5;1,17;;0;0;744;1;206,15;62;;1;1;1;6327;1;;0
736;1;   205;2022;1;272;1;481;1;0;20200111;744;27;130,611;9,068;7,75;5;4,505;4,213;6,5;5;1,17;;0;0;744;1;147,25;62;;1;1;1;4519;1;;0
736;1;   205;2022;2;272;1;481;1;0;20200111;672;27;117,971;8,19;7;5;4,505;4,213;6,5;5;1,17;;0;0;672;1;133;62;;1;1;1;4082;1;;0
736;1;   205;2022;3;272;1;481;1;0;20200111;744;27;130,611;9,068;7,75;5;4,505;4,213;6,5;5;1,17;;0;0;744;1;147,25;62;;1;1;1;4519;1;;0
736;1;   205;2022;4;272;1;481;1;0;20200111;720;27;101,118;7,02;6;4;3,605;3,371;6,5;5;1,17;;0;0;720;1;114;62;;1;1;1;3499;1;;0
736;1;   205;2022;5;272;1;481;1;0;20200111;744;27;208,977;14,508;12,4;8;7,209;6,741;6,5;5;1,17;;0;0;744;1;235,6;62;;1;1;1;7231;1;;0
736;1;   205;2022;6;272;1;481;1;0;20200111;720;27;202,236;14,04;12;8;7,209;6,741;6,5;5;1,17;;0;0;720;1;228;62;;1;1;1;6997;1;;0
736;1;   205;2022;7;272;1;481;1;0;20200111;744;27;208,977;14,508;12,4;8;7,209;6,741;6,5;5;1,17;;0;0;744;1;235,6;62;;1;1;1;7231;1;;0
736;1;  102;2011;3;347;1;511;1;111;20110302;0;;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;61;;1;19;11;0;1;;23
736;1;  102;2011;3;347;1;511;1;0;20110302;720;999;232;6;5;8,8;7,95;7,74;2,6;2;1,17;;0;0;720;2;259;20;;1;3;25;3967;1;;0
736;1;  102;2011;4;347;1;511;1;231;20110302;1;999;1;1;1;1;0,9;0,88;2,6;2;1,17;;0;0;1;1;1;20;;1;1;25;17;1;;719
736;1;  102;2011;5;347;1;511;1;231;20110302;96;999;35;1;1;10;9,06;8,69;4,1;3,2;1,17;;0;0;96;1;39;20;;1;1;25;599;1;;648
736;1;  102;2011;6;347;1;511;1;244;20110302;240;999;1;93;80;8;9,35;0,01;99,9;99,9;1,17;;0;0;240;1;1;20;;1;1;25;17;1;;480
736;1;  102;2011;7;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;14;25;0;1;;744
736;1;  102;2011;8;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;14;25;0;1;;744
736;1;  102;2011;9;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;14;25;0;1;;720
736;1;  102;2011;10;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;14;25;0;1;;744
736;1;  102;2011;11;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;14;25;0;1;;720
736;1;  102;2011;12;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;14;25;0;1;;744
736;1;  102;2012;1;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2012;2;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;696
736;1;  102;2012;3;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2012;4;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;720
736;1;  102;2012;5;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2012;6;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;720
736;1;  102;2012;7;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2012;8;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2012;9;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;720
736;1;  102;2012;10;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2012;11;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;720
736;1;  102;2012;12;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2013;1;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2013;2;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;672
736;1;  102;2013;3;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2013;4;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;720
736;1;  102;2013;5;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2013;6;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;720
736;1;  102;2013;7;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2013;8;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;744
736;1;  102;2013;9;347;1;511;2;244;20110302;0;999;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;20;;1;13;4;0;1;;720
736;1;  102;2013;10;347;1;511;6;118;20110302;0;;0;0;0;0;0;0;0;99,9;1,17;;0;0;0;1;0;61;;1;19;69;0;1;;1
736;1;  102Â;2013;1;347;1;481;2;111;20130119;0;999;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;20;55;1;14;12;0;1;;120
736;1;  102Â;2013;1;347;1;481;1;0;20130119;312;881;329;9;7;29,6;25,98;25,32;2,5;1,9;1,17;;0;0;312;2;378;63;55;1;3;21;5856;1;;0
736;1;  102Â;2013;2;347;1;481;1;0;20130119;672;881;695;17;15;29;25,45;24,83;2,4;1,8;1,17;;0;0;672;1;797;63;55;1;1;21;12371;1;;0
736;1;  102Â;2013;3;347;1;481;1;87;20130119;504;881;521;13;12;29;25,45;24,81;2,5;1,9;1,17;;0;0;504;1;597;63;55;1;1;21;9274;1;;240
736;1;  102Â;2013;4;347;1;481;1;0;20130119;720;881;481;21;18;19;16,75;16,04;4,3;3,2;1,17;;0;0;720;1;552;63;55;1;1;21;8562;1;;0
736;1;  102Â;2013;5;347;1;481;1;417;20130119;360;881;236;17;14;19;16,86;15,74;6,6;5;1,17;;0;0;360;1;271;63;55;1;1;21;4201;1;;144
736;1;  102Â;2013;5;347;1;481;1;0;20130119;240;881;232;16;14;28;24,83;23,19;6,6;5;1,17;;0;0;240;2;266;63;55;1;5;21;4130;1;;0
736;1;  102Â;2013;6;347;1;481;1;0;20130119;720;881;621;44;38;25;22,17;20,71;6,6;5;1,17;;0;0;720;1;713;63;55;1;1;21;11054;1;;0
736;1;  102Â;2013;7;347;1;481;1;0;20130119;744;881;653;31;26;25;22,05;21,06;4,5;3,4;1,17;;0;0;744;1;749;63;55;1;1;21;11623;1;;0
736;1;  102Â;2013;8;347;1;481;1;0;20130119;744;881;522;25;21;20;17,65;16,85;4,5;3,4;1,17;;0;0;744;1;599;63;55;1;1;21;9292;1;;0
736;1;  102Â;2013;9;347;1;481;1;0;20130119;720;881;506;24;20;20;17,65;16,85;4,5;3,4;1,17;;0;0;720;1;580;63;55;1;1;21;9007;1;;0
736;1;  102Â;2013;10;347;1;481;1;0;20130119;744;881;413;26;22;16;14,16;13,32;6;4,5;1,17;;0;0;744;1;474;63;55;1;1;21;7351;1;;0
736;1;  102Â;2013;11;347;1;481;1;0;20130119;720;881;275;17;15;11;9,74;9,16;6;4,5;1,17;;0;0;720;1;315;63;55;1;1;21;4895;1;;0
736;1;  102Â;2013;12;347;1;481;1;96;20130119;696;881;242;15;12;10;8,85;8,35;5,7;4,3;1,17;;0;0;696;1;278;63;55;1;1;21;4308;1;;48
736;1;  102Â;2014;1;347;1;481;1;22;20130119;696;881;218;13;11;9;7,96;7,51;5,7;4,3;1,17;;0;0;696;1;250;63;55;1;1;1;3880;1;;48
736;1;  102Â;2014;2;347;1;481;1;0;20130119;672;881;210;13;11;9;7,96;7,5;5,8;4,4;1,17;;0;0;672;1;241;63;55;1;1;1;3738;1;;0
736;1;  102Â;2014;3;347;1;481;1;0;20130119;744;881;286;15;13;11;9,72;9,23;5;3,8;1,17;;0;0;744;1;328;63;55;1;1;1;5091;1;;0
736;1;  102Â;2014;4;347;1;481;1;0;20130119;720;881;277;15;13;11;9,72;9,23;5;3,8;1,17;;0;0;720;1;317;63;55;1;1;1;4931;1;;0
736;1;  102Â;2014;5;347;1;481;1;268;20130119;240;881;92;5;4;11;9,72;9,22;5,2;3,9;1,17;;0;0;240;1;106;63;55;1;1;1;1638;1;;432
736;1;  102Â;2014;5;347;1;481;1;0;20130119;72;543;63;3;3;25;22,09;20,95;5,2;3,9;1,17;;0;0;72;2;72;62;55;1;2;1;1121;1;;0
736;1;  102Â;2014;6;347;1;481;1;171;20130119;288;543;251;14;12;25;22,1;20,9;5,4;4,1;1,17;;0;0;288;1;288;62;55;1;1;1;4468;1;;432
736;1;  102Â;2014;7;347;1;481;1;66;20130119;672;543;585;33;29;25;22,09;20,9;5,4;4,1;1,17;;0;0;672;1;671;62;55;1;1;1;10413;1;;72
736;1;  102Â;2014;8;347;1;481;1;0;20130119;744;543;389;22;19;15;13,25;12,55;5,3;4;1,17;;0;0;744;1;446;62;55;1;1;1;6924;1;;0
736;1;  102Â;2014;9;347;1;481;1;0;20130119;720;543;427;25;21;17;15,04;14,22;5,4;4,1;1,17;;0;0;720;1;489;62;55;1;1;1;7601;1;;0
736;1;  102Â;2014;10;347;1;481;1;173;20130119;336;543;223;12;10;19;16,79;15,92;5,2;3,9;1,17;;0;0;336;1;256;62;55;1;1;1;3969;1;;408
736;1;  102Â;2014;11;347;1;481;1;0;20130119;720;543;453;24;21;18;15,9;15,1;5;3,8;1,17;;0;0;720;1;519;62;55;1;1;1;8063;1;;0
736;1;  102Â;2014;12;347;1;481;1;284;20130119;648;543;407;22;19;18;15,9;15,08;5,2;3,9;1,17;;0;0;648;1;467;62;55;1;1;1;7245;1;;96
736;1;  102Â;2015;1;347;1;481;1;22;20130119;672;543;423;23;20;18;15,91;15,09;5,2;3,9;1,17;;0;0;672;1;484;62;55;1;1;1;7529;1;;72
736;1;  102Â;2015;2;347;1;481;1;0;20130119;672;543;422;24;20;18;15,91;15,07;5,3;4;1,17;;0;0;672;1;484;62;55;1;1;1;7512;1;;0
736;1;  102Â;2015;3;347;1;481;1;66;20130119;696;543;389;21;18;16;14,14;13,41;5,2;3,9;1,17;;0;0;696;1;446;62;55;1;1;1;6924;1;;48
736;1;  102Â;2015;4;347;1;481;1;0;20130119;720;543;402;22;19;16;14,13;13,4;5,2;3,9;1,17;;0;0;720;1;461;62;55;1;1;1;7156;1;;0
736;1;  102Â;2015;5;347;1;481;1;0;20130119;744;543;416;23;19;16;14,14;13,41;5,2;3,9;1,17;;0;0;744;1;477;62;55;1;1;1;7405;1;;0
736;1;  102Â;2015;6;347;1;481;1;0;20130119;720;543;402;22;19;16;14,14;13,41;5,2;3,9;1,17;;0;0;720;1;461;62;55;1;1;1;7156;1;;0
736;1;  102Â;2015;7;347;1;481;1;0;20130119;744;543;364;20;17;14;12,37;11,73;5,2;3,9;1,17;;0;0;744;1;417;62;55;1;1;1;6479;1;;0
736;1;  102Â;2015;8;347;1;481;1;418;20130119;528;543;258;14;12;14;12,37;11,73;5,2;3,9;1,17;;0;0;528;1;296;62;55;1;1;1;4592;1;;216
736;1;  102Â;2015;9;347;1;481;1;418;20130119;144;999;62;3;3;12,33;10,89;10,33;5,2;3,9;1,17;;0;0;144;1;71;20;55;1;1;1;1104;1;;576
736;1;  102Â;2015;10;347;1;481;2;137;20130119;0;999;0;0;0;0;0;0;0;3,9;1,17;;0;0;0;1;0;20;55;1;14;1;0;1;;744
736;1;  102Â;2015;11;347;1;481;2;137;20130119;0;999;0;0;0;0;0;0;0;3,9;1,17;;0;0;0;1;0;20;55;1;14;1;0;1;;720
736;1;  102Â;2015;12;347;1;481;2;137;20130119;0;543;0;0;0;0;0;0;0;3,9;1,17;;0;0;0;1;0;62;55;1;14;1;0;1;;240
736;1;  102Â;2015;12;347;1;481;1;0;20130119;504;543;123;7;6;7;6,19;5,87;5,2;3,9;1,17;;0;0;504;2;141;62;55;1;7;1;2189;1;;0
736;1;  102Â;2016;1;347;1;481;1;0;20130119;744;543;182;10;8;7;6,19;5,87;5,2;3,9;1,17;;0;0;744;1;209;62;55;1;1;1;3240;1;;0
736;1;  102Â;2016;2;347;1;481;1;0;20130119;696;543;170;9;8;7;6,19;5,87;5,2;3,9;1,17;;0;0;696;1;195;62;55;1;1;1;3026;1;;0
736;1;  102Â;2016;3;347;1;481;1;0;20130119;744;543;182;10;9;7;6,19;5,86;5,3;4;1,17;;0;0;744;1;208;62;55;1;1;1;3240;1;;0
736;1;  102Â;2016;4;347;1;481;1;0;20130119;720;543;151;8;7;6;5,3;5,02;5,3;4;1,17;;0;0;720;1;173;62;55;1;1;1;2688;1;;0
736;1;  102Â;2016;5;347;1;481;1;0;20130119;744;543;156;9;7;6;5,3;5,02;5,3;4;1,17;;0;0;744;1;179;62;55;1;1;1;2777;1;;0
736;1;  102Â;2016;6;347;1;481;1;0;20130119;720;543;101;6;5;4;3,54;3,35;5,3;4;1,17;;0;0;720;1;115;62;55;1;1;1;1798;1;;0
736;1;  102Â;2016;7;347;1;481;1;271;20130119;24;543;3;1;1;4;4,35;3,35;5,3;4;1,17;;0;0;24;1;4;62;55;1;1;1;53;1;;432
736;1;  102Â;2016;7;347;1;481;1;268;20130119;48;999;47;3;2;28;24,75;23,44;5,3;4;1,17;;0;0;48;2;54;20;55;1;2;1;837;1;;120
736;1;  102Â;2016;7;347;1;481;1;0;20130119;120;543;42;2;2;10;8,84;8,37;5,3;4;1,17;;0;0;120;3;48;62;55;1;2;1;748;1;;0
736;1;  102Â;2016;8;347;1;481;1;0;20130119;744;543;259;15;12;10;8,84;8,37;5,3;4;1,17;;0;0;744;1;298;62;55;1;1;1;4610;1;;0
736;1;  102Â;2016;9;347;1;481;1;0;20130119;720;543;251;14;12;10;8,84;8,37;5,3;4;1,17;;0;0;720;1;288;62;55;1;1;1;4468;1;;0
736;1;  102Â;2016;10;347;1;481;1;0;20130119;744;543;254;22;19;10;8,9;8,2;7,9;6;1,17;;0;0;744;1;291;62;55;1;1;1;4521;1;;0
736;1;  102Â;2016;11;347;1;481;1;0;20130119;720;543;271;23;20;11;9,79;9,02;7,9;6;1,17;;0;0;720;1;310;62;55;1;1;1;4824;1;;0
736;1;  102Â;2016;12;347;1;481;1;0;20130119;744;543;280;24;20;11;9,79;9,02;7,9;6;1,17;;0;0;744;1;321;62;55;1;1;1;4984;1;;0
736;1;  102Â;2017;1;347;1;481;1;0;20130119;744;543;277;28;24;11;9,82;8,92;9,2;7;1,17;;0;0;744;1;317;62;55;1;1;1;4931;1;;0
736;1;  102Â;2017;2;347;1;481;1;79;20130119;528;543;232;23;20;13;11,6;10,54;9,2;7;1,17;;0;0;528;1;266;62;55;1;1;1;4130;1;;144
736;1;  102Â;2017;3;347;1;481;1;0;20130119;744;543;327;33;28;13;11,61;10,54;9,2;7;1,17;;0;0;744;1;375;62;55;1;1;1;5821;1;;0
736;1;  102Â;2017;4;347;1;481;1;0;20130119;720;543;316;32;27;13;11,6;10,54;9,2;7;1,17;;0;0;720;1;363;62;55;1;1;1;5625;1;;0
736;1;  102Â;2017;5;347;1;481;1;0;20130119;744;543;327;33;28;13;11,6;10,54;9,2;7;1,17;;0;0;744;1;375;62;55;1;1;1;5821;1;;0
736;1;  102Â;2017;6;347;1;481;1;0;20130119;720;543;316;32;27;13;11,61;10,54;9,2;7;1,17;;0;0;720;1;363;62;55;1;1;1;5625;1;;0
736;1;  102Â;2017;7;347;1;481;1;0;20130119;744;543;327;33;28;13;11,61;10,54;9,2;7;1,17;;0;0;744;1;375;62;55;1;1;1;5821;1;;0
736;1;  102Â;2017;8;347;1;481;1;0;20130119;744;543;327;33;28;13;11,6;10,54;9,2;7;1,17;;0;0;744;1;375;62;55;1;1;1;5821;1;;0
736;1;  102Â;2017;9;347;1;481;1;0;20130119;720;543;316;32;27;13;11,6;10,54;9,2;7;1,17;;0;0;720;1;363;62;55;1;1;1;5625;1;;0
736;1;  102Â;2017;10;347;1;481;1;0;20130119;744;543;333;61;52;14;12,71;10,74;15,5;12;1,17;;0;0;744;1;382;62;55;1;1;1;5927;1;;0
736;1;  102Â;2017;11;347;1;481;1;0;20130119;720;543;276;50;43;12;10,89;9,21;15,5;12;1,17;;0;0;720;1;317;62;55;1;1;1;4913;1;;0
736;1;  102Â;2017;12;347;1;481;1;0;20130119;744;543;238;43;37;10;9,07;7,67;15,5;12;1,17;;0;0;744;1;273;62;55;1;1;1;4236;1;;0
736;1;  102Â;2018;1;347;1;481;1;0;20130119;744;543;238;43;37;10;9,07;7,67;15,5;12;1,17;;0;0;744;1;273;62;55;1;1;1;4236;1;;0
736;1;  102Â;2018;2;347;1;481;1;0;20130119;672;543;215;39;34;10;9,07;7,67;15,5;12;1,17;;0;0;672;1;246;62;55;1;1;1;3827;1;;0
736;1;  102Â;2018;3;347;1;481;1;0;20130119;744;543;230;54;47;10;9,16;7,41;19,1;15;1,17;;0;0;744;1;264;62;55;1;1;1;4094;1;;0
736;1;  102Â;2018;4;347;1;481;1;0;20130119;720;543;222;53;45;10;9,16;7,41;19,1;15;1,17;;0;0;720;1;255;62;55;1;1;1;3952;1;;0
736;1;  102Â;2018;5;347;1;481;1;0;20130119;744;543;238;43;37;10;9,08;7,68;15,5;12;1,17;;0;0;744;1;273;62;55;1;1;1;4236;1;;0
736;1;  102Â;2018;6;347;1;481;1;0;20130119;720;543;217;25;22;9;8,06;7,22;10,5;8;1,17;;0;0;720;1;248;62;55;1;1;1;3863;1;;0
736;1;  102Â;2018;7;347;1;481;1;0;20130119;744;543;224;26;22;9;8,06;7,22;10,5;8;1,17;;0;0;744;1;257;62;55;1;1;1;3987;1;;0
736;1;  102Â;2018;8;347;1;481;1;0;20130119;744;543;224;26;22;9;8,06;7,22;10,5;8;1,17;;0;0;744;1;257;62;55;1;1;1;3987;1;;0
736;1;  102Â;2018;9;347;1;481;1;0;20130119;720;543;193;23;19;8;7,17;6,42;10,5;8;1,17;;0;0;720;1;221;62;55;1;1;1;3435;1;;0
736;1;  102Â;2018;10;347;1;481;1;0;20130119;744;543;199;23;20;8;7,17;6,42;10,5;8;1,17;;0;0;744;1;228;62;55;1;1;1;3542;1;;0
736;1;  102Â;2018;11;347;1;481;1;0;20130119;720;543;144;17;14;6;5,37;4,81;10,5;8;1,17;;0;0;720;1;166;62;55;1;1;1;2563;1;;0
736;1;  102Â;2018;12;347;1;481;1;0;20130119;744;543;157;7;6;6;5,29;5,08;4;3;1,17;;0;0;744;1;180;62;55;1;1;1;2795;1;;0
736;1;  102Â;2019;1;347;1;481;1;420;20130119;480;543;96;11;10;6;5,37;4,81;10,5;8;1,17;;0;0;480;1;110;62;55;1;1;1;1709;1;;264
736;1;  102Â;2019;2;347;1;481;1;419;20130119;624;543;188;22;19;9;8,06;7,22;10,5;8;1,17;;0;0;624;1;215;62;55;1;1;1;3346;1;;48
736;1;  102Â;2019;3;347;1;481;1;2;20130119;696;543;163;19;16;7;6,27;5,62;10,5;8;1,17;;0;0;696;1;187;62;55;1;1;1;2901;1;;48
736;1;  102Â;2019;4;347;1;481;1;0;20130119;720;543;154;4;4;6;5,27;5,13;2,7;2;1,17;;0;0;720;1;176;62;55;1;1;1;2741;1;;0
736;1;  102Â;2019;5;347;1;481;1;0;20130119;744;543;159;4;4;6;5,27;5,13;2,7;2;1,17;;0;0;744;1;182;62;55;1;1;1;2830;1;;0
736;1;  102Â;2019;6;347;1;481;1;0;20130119;720;543;154;4;4;6;5,27;5,13;2,7;2;1,17;;0;0;720;1;176;62;55;1;1;1;2741;1;;0
736;1;  102Â;2019;7;347;1;481;1;0;20130119;744;543;158,948;4,352;3,72;6;5,267;5,127;2,7;2;1,17;;0;0;744;1;182,28;62;55;1;1;1;2829;1;;0
736;1;  102Â;2019;8;347;1;481;1;0;20130119;744;543;158,948;4,352;3,72;6;5,267;5,127;2,7;2;1,17;;0;0;744;1;182,28;62;55;1;1;1;2829;1;;0
736;1;  102Â;2019;9;347;1;481;1;198;20130119;576;543;82,038;2,246;1,92;4;3,512;3,418;2,7;2;1,17;;0;0;576;1;94,08;62;55;1;1;1;1460;1;;144
736;1;  102Â;2019;10;347;1;481;1;0;20130119;744;543;132,457;3,627;3,1;5;4,39;4,273;2,7;2;1,17;;0;0;744;1;151,9;62;55;1;1;1;2358;1;;0
736;1;  102Â;2019;11;347;1;481;1;0;20130119;720;543;102,547;2,808;2,4;4;3,512;3,418;2,7;2;1,17;;0;0;720;1;117,6;62;55;1;1;1;1825;1;;0
736;1;  102Â;2019;12;347;1;481;1;0;20130119;744;543;105,965;2,902;2,48;4;3,512;3,418;2,7;2;1,17;;0;0;744;1;121,52;62;55;1;1;1;1886;1;;0
736;1;  102Â;2020;1;347;1;481;1;0;20130119;744;543;132,457;3,627;3,1;5;4,39;4,273;2,7;2;1,17;;0;0;744;1;151,9;62;55;1;1;1;2358;1;;0
736;1;  102Â;2020;2;347;1;481;1;0;20130119;696;543;123,911;3,393;2,9;5;4,39;4,273;2,7;2;1,17;;0;0;696;1;142,1;62;55;1;1;1;2206;1;;0
